premise	hypothesis	prediction	label
you know our church each year has a one of their major fund raisers is you know a garage sale and there's a ton of clothes always you know left over and i take those down to the uh	Our church also has bake sales each year. 	2	2
Although this award will now be handed out annually, Bailey was selected for several years of his commitment.	Bailey, despite his several years of commitment to the award, was never chosen once.	0	0
I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?	I am not sure if Shuger took a moment to reflect before attacking.	1	1
oh that's not really important the the other stuff is just you know window dressing because we we've never ordered anything fact the the van that we've got we bought uh from an estate it was an estate trade uh it was almost brand new the the gentlemen who owned it had died	We were very lucky to get the van given how new it was.	2	2
Yet, despite the stock market boom of the 1990s, many households have accumulated little, if any, wealth (see figure 1.3), and half of American households did not own stocks as of 1998.	Households have had a hard time accumulating wealth in spite of the vaunted stock market booms of the 1990s.	1	1
We hate them because they are smarter, or more studious, or more focused than we are.	We hold no ill will towards them.	0	0
Acute Bronchitis Upper Respiratory Symptoms Lower Respiratory Symptoms Work Loss Days Minor Restricted Activity Days (minus asthma attacks)	Acute bronchitis can lead to loss of work days.	1	1
It will be COLOSSAL!"	It will be the biggest ever.	2	2
The end is near!  Then a shout went up, and Hanson jerked his eyes from the gears to focus on a group of rocs that were landing at the far end of the camp.	Hanson was terrified when he saw the group of rocs landing at the far end of the camp.	2	2
The Honorable Bill Archer, Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives	Bill Archer has never held government office in his entire life.	0	0
If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.	It wouldn't be possible for him to be the assistant manager of Hardees if his mother was sick. 	2	2
well his knees were bothering him yeah	He was in tip-top condition.	0	0
Each state is different, and in some states, intra-state regions differ significantly as well.	All states are exactly the same.	0	0
Also, the Holy Family are said to have sheltered here on their return from Egypt.	It is thought that the Holy family took refuge here, after having returned from Egypt.	1	1
A good time to visit is just at the end of the monsoon in October when you can see flocks of storks, egrets, and cormorants and it is ideally combined with a full-moon trip to the Taj, but there's plenty to see all year round.	Cormorants can be seen at any time of year.	2	2
That word boustrophedon describes writing that goes from left to right on the first line, then right to left on the second, then left to right on the third, and so on; it comes from a Greek word describing the turning in a field of an ox and plow.	Writing that alternates directions on each line is called boustrophedon.	1	1
These two accounts are commonly combined in discussing the Social Security program.	If the accounts were to be taken individually, the program would not work.	2	2
Also, stakeholders may not interpret principles consistently, and it is important for stakeholders to have the same conceptual framework as preparers when interpreting a principle.	stakeholders may not interpret how they want to invest their money	2	2
The sacred is not mysterious to her.	The woman is familiar with the sacred.	1	1
 Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.	Tips are not accepted at most restaurants, as there is already a sales tax.	0	0
