premise	hypothesis	prediction	label
I put it to you that, wearing a suit of Mr. Inglethorp's clothes, with a black beard trimmed to resemble his, you were there ”and signed the register in his name!	He was wearing gym clothes and made sure to shave his beard in order to look like Mr. Inglethorp. 	2	0
He was waiting for the Scotland Yard men. 	The Scotland Yard men were coming.	1	2
A sidebar notes that controversy remains over the Mars meteorite that crashed into Antarctica about 11,000 years  While scientists have demolished most of the evidence that the meteorite contained living creatures, they cannot explain why the meteorite contains a molecule that on Earth is only produced by biological processes.	There is another, undiscovered process responsible for the molecule's existence.	1	2
But we don't rule out regulation in the future if industry fails to do a good job of policing itself.	Regulation is a possibility because lawmakers are changing their opinions.	1	2
Tax records show Waters earned around $65,000 in 2000.	Waters' tax records show clearly that he earned a lovely $65k in 2000.	0	1
Case Studies in Science Education.	Case studies in writing.	1	0
Venice and its Repubblica Serena rebounded to turn to the mainland, extending its Veneto territory from Padua across the Po valley as far as Bergamo.	Venice had hopes of expanding its territory.	2	1
They proclaimed Japan's mission to bring progress to its backward Asian neighbors in language not so very different from that of the Europeans in Africa or the US in Latin America.	The Japanese were merely following their version of America's manifest destiny.	1	2
We come to a little difficulty here, since Mrs. Inglethorp never drank it."	Therefore, Mrs. Inglethorp is not the murderer. 	0	2
The levadas were largely built by slave laborers from Africa, whose primary employment was on sugar plantations.	The levadas were built by the workers.	2	0
you know they can't really defend themselves like somebody grown uh say my age you know yeah	They can't defend themselves because of their age.	2	1
Don't remember. 	I do not remember.	0	1
Or just a philosophy of any weapon to hand?	They go with any weapon.	1	2
My usual partner.'	My usual partner told him to go away.	0	2
Market Street is home to the Edinburgh CityArt Gallery, showcasing the work of up-and-coming artists.	The city art gallery features ancient and famous paintings. 	1	0
Without the discount, nobody would buy the stock.	Nobody would buy the stock if there wasn't a discount.	0	1
In the USPS view of the world, institutional costs are a larger share of total costs and fewer costs can be expected to be shed, if and when, say, transaction mail leaves the system.	The USPS has a view of the world that is different to some other entity.	1	2
uh-huh oh yeah all the people for right uh life or something	yeah lots of people for the right life 	2	1
I'm busy now.	I am not busy right now.	1	0
well no see i'm from a town named Panhandle	Panhandle is a town in Florida.	1	2
The m??tro (subway) is the fastest way to move around the city, but the buses, both in the capital and the other big towns, are best for taking in the sights.	Taking the subway is a good way to experience big city life. 	2	0
see now in a situation like that the boys are only sixteen years old and they were sexually involved with her and i think like at that particular point she was twenty three you know so she wasn't really that much older than them and being a boy at that age i think that they're very um you know let's face it that's at a point in your life when you you're just starting to realize all the things of life	Everyone involved was the same age.	2	0
Don't remember. 	Yes, I remember.	1	0
Slate could have put someone with a reasonable grasp of elementary finance and a balanced viewpoint in charge of writing a tax piece.	Slate put an expert in charge of writing their tax pieces.	2	0
from from personal parties or from these uh phone answering phone uh commercial things	Is it from public parties or the doorbell answering things?	1	0
