word;neg_count;pos_count;neg/tot;total
possible way;0;1;0;1
possibly;0;2;0;2
possibly come;0;1;0;1
as boring;0;2;0;2
branagh;0;4;0;4
crane;0;1;0;1
cranky;0;1;0;1
figure out;0;1;0;1
film is way;0;4;0;4
overview;0;2;0;2
is set in;0;3;0;3
lowbrow;0;5;0;5
classified;0;1;0;1
directed by joel;0;3;0;3
his penchant for;0;1;0;1
engrossing portrait of;0;3;0;3
long enough;0;3;0;3
niro and murphy;0;1;0;1
perverse;0;3;0;3
and strange;0;2;0;2
held my;0;1;0;1
its world;0;2;0;2
jazzy;0;2;0;2
mannered;0;2;0;2
mannerisms;0;2;0;2
natured;0;2;0;2
convictions;0;1;0;1
given us;0;2;0;2
exploits;0;1;0;1
comedy to;0;1;0;1
becomes just another;0;1;0;1
claim;0;3;0;3
imagination;0;1;0;1
its subjects;0;2;0;2
and that because;0;7;0;7
and the;0;4;0;4
done by;0;2;0;2
have easily;0;1;0;1
if you go;0;3;0;3
bicycle;0;1;0;1
for finding;0;1;0;1
for finding new;0;1;0;1
honest performances;0;1;0;1
meaning of;0;2;0;2
health;0;5;0;5
gran;0;1;0;1
pointed;0;1;0;1
brilliant as the;0;3;0;3
and played;0;1;0;1
as straight;0;2;0;2
as well have;0;2;0;2
down approach;0;1;0;1
film is that;0;1;0;1
for all;0;2;0;2
laughing with;0;1;0;1
michael;0;1;0;1
but also the;0;1;0;1
mary;0;2;0;2
mary and;0;2;0;2
and one of;0;2;0;2
it rather;0;1;0;1
nostalgic;0;5;0;5
or so;0;1;0;1
or some;0;1;0;1
jennifer lopez;0;1;0;1
make up for;0;3;0;3
objects;0;1;0;1
agency;0;1;0;1
freud;0;1;0;1
irwins;0;1;0;1
meow;0;2;0;2
of mixed;0;1;0;1
of paint;0;6;0;6
by all means;0;1;0;1
by amateurish;0;1;0;1
cannot;0;2;0;2
godfrey;0;7;0;7
godzilla;0;4;0;4
movie with too;0;4;0;4
movie without;0;4;0;4
at;0;2;0;2
for children and;0;1;0;1
middle of;0;2;0;2
no sense;0;2;0;2
being in;0;1;0;1
and actors;0;1;0;1
have here;0;1;0;1
left with the;0;1;0;1
leftover;0;1;0;1
comes closer to;0;2;0;2
can believe;0;1;0;1
fitfully amusing;0;1;0;1
dustin;0;3;0;3
dustin hoffman;0;1;0;1
flaw;0;1;0;1
from either;0;1;0;1
manufactured;0;1;0;1
never mind;0;1;0;1
pinochet;0;1;0;1
and easily;0;1;0;1
and easy;0;1;0;1
director walter;0;2;0;2
drowns;0;2;0;2
funny;0;1;0;1
funny and;0;1;0;1
is ghost;0;2;0;2
leisurely paced;0;1;0;1
lend;0;1;0;1
less for;0;1;0;1
look and;0;1;0;1
look and sound;0;1;0;1
misery;0;2;0;2
offers much to;0;1;0;1
offers no;0;1;0;1
one another;0;1;0;1
and some;0;3;0;3
in every;0;1;0;1
it as if;0;1;0;1
orchard is;0;1;0;1
and beautiful;0;1;0;1
es el;0;2;0;2
going for it;0;2;0;2
is real;0;3;0;3
perhaps;0;2;0;2
conflicts;0;1;0;1
director mark;0;2;0;2
director mehta;0;1;0;1
into my;0;1;0;1
performances are;0;2;0;2
always hilarious;0;3;0;3
finish;0;2;0;2
finish line;0;2;0;2
by on;0;2;0;2
excesses;0;1;0;1
noticeably;0;1;0;1
of admission;0;3;0;3
co;0;2;0;2
crimen del;0;5;0;5
and vulnerable;0;3;0;3
but flawed look;0;1;0;1
characters so much;0;2;0;2
effects;0;4;0;4
has its heart;0;1;0;1
man;0;1;0;1
of first;0;2;0;2
histrionics;0;2;0;2
esther;0;3;0;3
choose to;0;3;0;3
dying and;0;3;0;3
measure;0;3;0;3
off and;0;1;0;1
part of its;0;1;0;1
are of;0;1;0;1
by dana janklowicz;0;1;0;1
depressing than;0;1;0;1
flower;0;2;0;2
from other;0;2;0;2
of all the;0;3;0;3
of america;0;1;0;1
outer space;0;8;0;8
about how;0;1;0;1
isn so;0;1;0;1
luckiest;0;4;0;4
masterfully;0;1;0;1
as the old;0;4;0;4
despite the;0;1;0;1
fans who;0;2;0;2
focusing;0;1;0;1
for political;0;1;0;1
oriented;0;2;0;2
an uncomfortable;0;1;0;1
an undeniable;0;1;0;1
and probably;0;3;0;3
for sociology;0;10;0;10
for some;0;8;0;8
has more than;0;1;0;1
have gone straight;0;4;0;4
intelligence of;0;1;0;1
leaving the;0;1;0;1
listen to;0;3;0;3
prima donna;0;2;0;2
admit that;0;1;0;1
insultingly;0;1;0;1
out of your;0;1;0;1
achieved;0;2;0;2
achievement in;0;2;0;2
akin;0;1;0;1
butt;0;1;0;1
change in;0;2;0;2
engaged;0;2;0;2
engaged in;0;2;0;2
of embarrassment;0;3;0;3
as they;0;2;0;2
by their;0;3;0;3
doesn think;0;2;0;2
don quite;0;1;0;1
dullness;0;1;0;1
for plenty;0;2;0;2
one but;0;1;0;1
one but it;0;1;0;1
opinion;0;2;0;2
art and;0;1;0;1
graphic violence;0;1;0;1
as any of;0;1;0;1
balances;0;1;0;1
compassionate;0;1;0;1
enjoyable than;0;1;0;1
enjoyable thanks;0;1;0;1
hard to make;0;1;0;1
outing;0;5;0;5
parts;0;2;0;2
and hell;0;1;0;1
clare peploe;0;1;0;1
heist;0;4;0;4
it film;0;1;0;1
it film that;0;1;0;1
piano teacher is;0;1;0;1
pic;0;1;0;1
at their own;0;1;0;1
call this;0;2;0;2
dey;0;2;0;2
diverting;0;3;0;3
karmen;0;1;0;1
and subversive;0;1;0;1
automatically;0;1;0;1
characters from;0;1;0;1
heavily on;0;1;0;1
innuendo;0;1;0;1
pristine;0;1;0;1
an uplifting;0;3;0;3
doctor;0;1;0;1
isn afraid to;0;3;0;3
obscure;0;3;0;3
focus on;0;2;0;2
all odds;0;1;0;1
caught;0;2;0;2
feeling like;0;3;0;3
become;0;2;0;2
but what is;0;3;0;3
cathartic;0;1;0;1
parts and;0;2;0;2
be one of;0;1;0;1
direction and;0;3;0;3
equally;0;1;0;1
much more to;0;1;0;1
at sundance this;0;1;0;1
eric byler;0;1;0;1
his medium;0;3;0;3
lump of;0;9;0;9
nostalgia piece;0;3;0;3
it otherwise;0;1;0;1
of utter;0;2;0;2
plays;0;1;0;1
plays as;0;1;0;1
an examination;0;1;0;1
for an hour;0;3;0;3
it not an;0;2;0;2
knowledge;0;6;0;6
ferocity;0;2;0;2
ferrara;0;1;0;1
inherently funny;0;2;0;2
catherine;0;2;0;2
giddy and;0;1;0;1
is flawed;0;3;0;3
of lightness;0;1;0;1
always the;0;1;0;1
amusing but the;0;1;0;1
bits are;0;5;0;5
fails to make;0;2;0;2
genius;0;1;0;1
lost and;0;2;0;2
and hilarious;0;2;0;2
animal;0;3;0;3
pinocchio is;0;4;0;4
conceived;0;6;0;6
crypt;0;1;0;1
completely;0;1;0;1
constructed and;0;3;0;3
in depth;0;2;0;2
is even more;0;1;0;1
lump in;0;1;0;1
memorable the;0;1;0;1
off the ground;0;2;0;2
but not quite;0;3;0;3
fashioned in;0;2;0;2
green;0;2;0;2
in the genre;0;1;0;1
probably find;0;1;0;1
astounding;0;1;0;1
go with;0;2;0;2
honest working;0;1;0;1
leaves you with;0;2;0;2
and de;0;2;0;2
and twisted;0;1;0;1
department;0;3;0;3
action scenes;0;3;0;3
bryan;0;3;0;3
falling;0;1;0;1
falls flat as;0;1;0;1
interesting and;0;1;0;1
interesting as;0;1;0;1
interesting but;0;1;0;1
looks more;0;1;0;1
foundation;0;9;0;9
occupied;0;1;0;1
1915;0;2;0;2
elements which;0;3;0;3
it worthy;0;2;0;2
paradoxically;0;1;0;1
action the;0;5;0;5
hand;0;1;0;1
anne sophie;0;1;0;1
anyone who has;0;2;0;2
he ll;0;2;0;2
of heartfelt performances;0;2;0;2
been there;0;2;0;2
his film;0;1;0;1
full potential;0;3;0;3
actual;0;5;0;5
adorably;0;4;0;4
dot com is;0;3;0;3
dots;0;2;0;2
drain;0;2;0;2
hopkins;0;2;0;2
movie despite;0;2;0;2
as if you;0;2;0;2
but you ll;0;2;0;2
outside;0;1;0;1
bubbles;0;2;0;2
exactly but;0;3;0;3
in pretty;0;1;0;1
before but;0;3;0;3
before from;0;3;0;3
looks as;0;1;0;1
insistent;0;4;0;4
new jersey;0;5;0;5
fancy;0;4;0;4
has run;0;1;0;1
like but;0;3;0;3
off this;0;2;0;2
an event that;0;1;0;1
cliched and;0;3;0;3
connection;0;1;0;1
encounter with the;0;3;0;3
encounters;0;1;0;1
even if the;0;3;0;3
funny little;0;1;0;1
it was so;0;3;0;3
it was written;0;2;0;2
budget movie;0;2;0;2
admittedly;0;5;0;5
be interesting;0;2;0;2
christopher plummer as;0;1;0;1
chronicle;0;1;0;1
for the story;0;1;0;1
mediocre;0;1;0;1
now it;0;1;0;1
our hearts;0;2;0;2
like to;0;1;0;1
more closely;0;2;0;2
and put;0;3;0;3
charm and;0;1;0;1
charm of;0;1;0;1
close to;0;1;0;1
it so bad;0;2;0;2
moments and;0;2;0;2
mores;0;1;0;1
of wit;0;1;0;1
any other;0;2;0;2
chosen;0;1;0;1
dangerous and;0;2;0;2
helping;0;1;0;1
isle;0;4;0;4
of the year;0;1;0;1
at this;0;1;0;1
at this time;0;1;0;1
goals it;0;1;0;1
pete;0;2;0;2
peter;0;2;0;2
important and;0;1;0;1
it worth the;0;1;0;1
might enjoy;0;3;0;3
performances from his;0;2;0;2
pg 13 rating;0;2;0;2
an exercise in;0;1;0;1
beautiful to look;0;2;0;2
everything;0;1;0;1
is not bad;0;2;0;2
and cinematic;0;4;0;4
authenticity of the;0;1;0;1
knows how to;0;1;0;1
about the;0;3;0;3
of motown;0;1;0;1
attractive;0;1;0;1
believe in;0;4;0;4
gantz;0;1;0;1
nightmare;0;2;0;2
nightmarish;0;1;0;1
overcomes the;0;1;0;1
overcooked;0;1;0;1
overlong;0;2;0;2
bull;0;1;0;1
interludes;0;1;0;1
camera work and;0;1;0;1
embarrassing;0;1;0;1
people of;0;1;0;1
bad things;0;2;0;2
critique;0;1;0;1
detective story;0;2;0;2
funny not;0;3;0;3
might have;0;1;0;1
of asian;0;1;0;1
over the years;0;1;0;1
capture;0;1;0;1
banderas;0;1;0;1
cynicism;0;1;0;1
deal on madonna;0;1;0;1
get the full;0;2;0;2
mouse;0;1;0;1
movie version of;0;1;0;1
of cool;0;1;0;1
earns its;0;5;0;5
johnson;0;1;0;1
along at;0;1;0;1
an old fashioned;0;1;0;1
hit and;0;1;0;1
involved with;0;3;0;3
lazily;0;8;0;8
le;0;1;0;1
of hip;0;1;0;1
and irritating;0;1;0;1
and presents;0;1;0;1
characters he;0;3;0;3
gangster no;0;2;0;2
intricately;0;1;0;1
intrigue;0;1;0;1
martin is;0;1;0;1
pitched;0;1;0;1
it begins;0;3;0;3
it still quite;0;1;0;1
like me;0;4;0;4
and director peter;0;2;0;2
literary detective;0;2;0;2
me;0;1;0;1
of many;0;3;0;3
emotional impact;0;2;0;2
expense;0;2;0;2
expense of;0;2;0;2
impressed by;0;1;0;1
movie bogs;0;1;0;1
at the start;0;1;0;1
daring;0;2;0;2
editing and;0;1;0;1
inspired by;0;1;0;1
it good;0;2;0;2
it good enough;0;1;0;1
movie could;0;8;0;8
palestinian;0;2;0;2
bullets for director;0;4;0;4
children who;0;4;0;4
dig;0;3;0;3
heritage;0;1;0;1
of those movies;0;1;0;1
doesn bring;0;2;0;2
offbeat and;0;1;0;1
order;0;3;0;3
challenging;0;1;0;1
goods;0;2;0;2
is and it;0;1;0;1
credibility;0;1;0;1
disastrous;0;1;0;1
glued to the;0;1;0;1
hours of;0;1;0;1
like their;0;1;0;1
nearly three;0;1;0;1
debut as;0;3;0;3
its music;0;2;0;2
its one;0;1;0;1
beautifully photographed;0;1;0;1
between the;0;1;0;1
complex than;0;1;0;1
emotionally;0;1;0;1
overrun;0;1;0;1
places;0;4;0;4
and they;0;1;0;1
gem that;0;2;0;2
boisterous;0;3;0;3
direct to video;0;1;0;1
fiction and;0;1;0;1
from bad;0;1;0;1
from his cast;0;2;0;2
lifts the;0;1;0;1
light;0;1;0;1
of how;0;1;0;1
admit it;0;1;0;1
but winds up;0;1;0;1
inherent;0;1;0;1
juan jose campanella;0;2;0;2
and beautifully acted;0;3;0;3
kind that;0;1;0;1
lies in the;0;2;0;2
for the most;0;3;0;3
its welcome;0;2;0;2
nature of;0;2;0;2
freedom;0;1;0;1
is man;0;1;0;1
an amateurish;0;1;0;1
badly;0;1;0;1
but rather;0;1;0;1
controlled;0;5;0;5
forceful;0;1;0;1
forcefully;0;1;0;1
forcefulness;0;1;0;1
mostly martha is;0;2;0;2
platter;0;3;0;3
double;0;6;0;6
and adventure;0;5;0;5
animal house;0;1;0;1
but has;0;2;0;2
cherry orchard;0;1;0;1
enriched;0;6;0;6
enriched by;0;5;0;5
generic;0;5;0;5
genero;0;2;0;2
illness;0;1;0;1
insurance;0;1;0;1
of watching;0;1;0;1
pieces of the;0;1;0;1
by its lead;0;3;0;3
eight legged freaks;0;1;0;1
big screen;0;1;0;1
is funny not;0;1;0;1
minded;0;4;0;4
little else;0;1;0;1
pile of;0;2;0;2
distress;0;1;0;1
lisa;0;2;0;2
constructed;0;1;0;1
film it;0;1;0;1
long time;0;4;0;4
long time ago;0;3;0;3
of predictable;0;1;0;1
pellington;0;2;0;2
he does;0;2;0;2
its predictable;0;2;0;2
lan;0;4;0;4
of filmmaking but;0;1;0;1
film end;0;1;0;1
funny enough;0;1;0;1
humble;0;1;0;1
on certain;0;1;0;1
privileged;0;1;0;1
and consistent;0;2;0;2
and its impact;0;3;0;3
honesty and;0;4;0;4
isn especially;0;1;0;1
moronic;0;3;0;3
new age;0;1;0;1
of birthday;0;1;0;1
pants;0;1;0;1
only so much;0;1;0;1
about everything;0;1;0;1
chase;0;2;0;2
created;0;1;0;1
development;0;1;0;1
from others in;0;2;0;2
insecurity;0;1;0;1
lump;0;1;0;1
and heartfelt;0;1;0;1
chamber of;0;1;0;1
error;0;4;0;4
exude;0;2;0;2
exudes;0;1;0;1
littered with;0;1;0;1
charming but;0;2;0;2
duty;0;1;0;1
and goldie;0;3;0;3
brutal and;0;2;0;2
built on;0;2;0;2
characters by;0;2;0;2
in truth;0;2;0;2
it because it;0;3;0;3
humor;0;2;0;2
is refreshingly;0;1;0;1
older kids but;0;2;0;2
intriguing;0;1;0;1
made me;0;2;0;2
never as;0;2;0;2
exactly as;0;1;0;1
one in;0;3;0;3
are intriguing;0;2;0;2
compromise;0;1;0;1
eager;0;2;0;2
as cool;0;3;0;3
director hoffman;0;1;0;1
is exactly;0;1;0;1
its excellent;0;2;0;2
jay russell;0;6;0;6
ll ever;0;2;0;2
cliche in the;0;2;0;2
crackle;0;1;0;1
diverse;0;2;0;2
incongruous;0;1;0;1
lead;0;4;0;4
naked women;0;2;0;2
nalin;0;2;0;2
any more;0;3;0;3
follows the;0;2;0;2
jonathan;0;2;0;2
is nothing;0;2;0;2
liar;0;1;0;1
by the very;0;1;0;1
by the way;0;1;0;1
characteristically;0;1;0;1
devolves;0;1;0;1
devolves into;0;1;0;1
an independent;0;1;0;1
conceit;0;1;0;1
deep to;0;2;0;2
drops the ball;0;1;0;1
just fine;0;3;0;3
blend of;0;1;0;1
bold colors;0;3;0;3
cover up;0;3;0;3
documentary to be;0;4;0;4
is meant;0;1;0;1
become one;0;2;0;2
is appealing;0;1;0;1
awfulness of;0;2;0;2
but all;0;2;0;2
drama is;0;2;0;2
excess and;0;1;0;1
invigorating;0;1;0;1
offensive;0;2;0;2
pitfalls of such;0;1;0;1
pitiful;0;1;0;1
and wollter;0;4;0;4
every bit;0;1;0;1
every bit as;0;1;0;1
get in;0;2;0;2
good film but;0;1;0;1
as an;0;3;0;3
lines that;0;1;0;1
annoyingly;0;1;0;1
anomie;0;1;0;1
distance;0;1;0;1
distance but;0;1;0;1
inescapable;0;2;0;2
is somehow;0;1;0;1
bogged;0;2;0;2
kind of;0;2;0;2
most of us;0;2;0;2
deceptively;0;1;0;1
every time;0;4;0;4
ever becoming;0;3;0;3
as simple;0;2;0;2
as single;0;1;0;1
both children and;0;1;0;1
film might be;0;1;0;1
lily;0;2;0;2
and still be;0;1;0;1
donna;0;2;0;2
movie could have;0;1;0;1
mind of the;0;2;0;2
inability to;0;1;0;1
is darkly;0;2;0;2
byler reveals;0;2;0;2
cumulative;0;1;0;1
an easy;0;1;0;1
clearly evident;0;1;0;1
leave you feeling;0;6;0;6
bargain basement;0;2;0;2
beating the;0;1;0;1
beats;0;1;0;1
in manner that;0;1;0;1
oddity;0;1;0;1
may be more;0;1;0;1
john carpenter;0;2;0;2
from three;0;2;0;2
ground;0;2;0;2
groundbreaking;0;2;0;2
america most;0;1;0;1
appearance;0;3;0;3
can be made;0;3;0;3
nonjudgmental;0;3;0;3
nonsense;0;3;0;3
observed;0;2;0;2
observed and;0;1;0;1
and silliness;0;1;0;1
circus;0;1;0;1
disease of the;0;2;0;2
infuriating;0;1;0;1
on their;0;2;0;2
capable of;0;1;0;1
cartoon that;0;2;0;2
all great;0;1;0;1
at your;0;1;0;1
keeps the;0;5;0;5
of the movies;0;1;0;1
of the mundane;0;1;0;1
of the nerds;0;1;0;1
and lit;0;2;0;2
going through the;0;1;0;1
highlighted by;0;1;0;1
highlights;0;1;0;1
chips;0;1;0;1
experience of;0;1;0;1
keeps;0;2;0;2
of someone;0;1;0;1
plot in;0;5;0;5
and depth;0;2;0;2
is an odd;0;1;0;1
is an undeniably;0;1;0;1
musical numbers;0;1;0;1
no matter what;0;1;0;1
by offering;0;1;0;1
courage;0;3;0;3
courage of its;0;1;0;1
models and;0;2;0;2
awe inspiring;0;1;0;1
collinwood;0;3;0;3
for years;0;2;0;2
in years;0;2;0;2
it pretends to;0;1;0;1
low budget movie;0;2;0;2
in future;0;2;0;2
overcome;0;1;0;1
give solid;0;2;0;2
it an entertaining;0;2;0;2
particularly funny;0;2;0;2
because it is;0;1;0;1
hours;0;4;0;4
manages to do;0;5;0;5
faith and;0;2;0;2
long enough to;0;1;0;1
peter jackson and;0;2;0;2
pg;0;1;0;1
and some of;0;1;0;1
economical;0;1;0;1
filmed the;0;1;0;1
glimpse of;0;3;0;3
glitz;0;1;0;1
it not too;0;1;0;1
loss;0;3;0;3
makes up for;0;3;0;3
mcfarlane;0;2;0;2
mcgrath;0;1;0;1
paul thomas anderson;0;1;0;1
hour photo is;0;1;0;1
plod;0;1;0;1
as mr;0;1;0;1
finding new;0;1;0;1
hat;0;1;0;1
hate;0;1;0;1
hideously;0;1;0;1
hiding;0;1;0;1
ichi the;0;1;0;1
of traditional;0;1;0;1
fun no;0;1;0;1
its audience and;0;1;0;1
premise is;0;1;0;1
prima;0;2;0;2
it is very;0;1;0;1
it thumbs down;0;2;0;2
crackle of;0;1;0;1
gilliam;0;1;0;1
it an;0;1;0;1
its main;0;1;0;1
movie narrative;0;3;0;3
movie not;0;2;0;2
and it all;0;1;0;1
chateau;0;3;0;3
document of;0;2;0;2
exactly what you;0;1;0;1
hugely entertaining;0;1;0;1
luminous;0;1;0;1
maniac;0;1;0;1
fill the;0;1;0;1
only if;0;4;0;4
delicate balance of;0;4;0;4
and moments;0;3;0;3
as the latest;0;2;0;2
ball;0;4;0;4
about friendship love;0;2;0;2
bounces all over;0;2;0;2
bouncy;0;1;0;1
cinematic disaster;0;1;0;1
conjures;0;1;0;1
crimen del padre;0;3;0;3
jokes and;0;1;0;1
and meandering;0;1;0;1
go for;0;2;0;2
its relatively;0;1;0;1
its relentless;0;1;0;1
de palma;0;1;0;1
limitations;0;1;0;1
conjured up;0;5;0;5
in conflict;0;1;0;1
of the working;0;2;0;2
of the worst;0;1;0;1
point the way;0;2;0;2
lau;0;1;0;1
of great;0;1;0;1
or just;0;2;0;2
appeal to those;0;1;0;1
appealing;0;1;0;1
film director;0;1;0;1
is one of;0;2;0;2
as you;0;1;0;1
at the same;0;1;0;1
comparison;0;1;0;1
of hand;0;1;0;1
is haunting;0;2;0;2
black ii has;0;1;0;1
fires;0;1;0;1
first men in;0;3;0;3
made movie;0;2;0;2
of the lambs;0;1;0;1
applies;0;1;0;1
both as;0;1;0;1
both children;0;1;0;1
literary detective story;0;1;0;1
ll love;0;7;0;7
be looking;0;1;0;1
be looking at;0;1;0;1
incredibly;0;1;0;1
much like;0;1;0;1
but it at;0;1;0;1
almodovar;0;7;0;7
as funny as;0;2;0;2
is not movie;0;1;0;1
is not nearly;0;1;0;1
it the;0;3;0;3
it the best;0;1;0;1
guarantee;0;1;0;1
engrossing and;0;2;0;2
bag of;0;2;0;2
every moment;0;1;0;1
every sense;0;5;0;5
every single;0;2;0;2
movie is supposed;0;1;0;1
movie is that;0;1;0;1
is banal;0;1;0;1
its details but;0;1;0;1
nervous;0;3;0;3
on each;0;1;0;1
on each other;0;1;0;1
after you;0;1;0;1
of compelling;0;1;0;1
imagination and;0;1;0;1
overall impact;0;1;0;1
current;0;1;0;1
and wise;0;3;0;3
and wit;0;3;0;3
and with;0;3;0;3
cares;0;1;0;1
caretakers;0;1;0;1
cast of;0;4;0;4
cast of characters;0;3;0;3
cast that;0;3;0;3
kind of filmmaking;0;3;0;3
other hollywood;0;3;0;3
biased;0;2;0;2
of scene;0;1;0;1
competent;0;3;0;3
downright creepy;0;1;0;1
of imagination;0;1;0;1
hoary;0;2;0;2
is movie that;0;3;0;3
myers;0;2;0;2
and european;0;1;0;1
contrivances but;0;1;0;1
each of;0;2;0;2
each other;0;1;0;1
mostly;0;1;0;1
flourishes;0;2;0;2
flow;0;2;0;2
have hard;0;1;0;1
channel and;0;3;0;3
dead man;0;1;0;1
martha is;0;1;0;1
gets over its;0;2;0;2
has lot of;0;1;0;1
has lot to;0;1;0;1
lost;0;2;0;2
about following your;0;2;0;2
an especially;0;1;0;1
evans is;0;1;0;1
execution is;0;3;0;3
existential;0;1;0;1
is both;0;1;0;1
as an actor;0;1;0;1
done is;0;1;0;1
funny sometimes;0;1;0;1
flowers;0;2;0;2
has really;0;2;0;2
like something;0;1;0;1
notice the;0;1;0;1
noticeable;0;1;0;1
image of;0;1;0;1
of this and;0;2;0;2
ever have;0;1;0;1
filler;0;2;0;2
allowing us;0;4;0;4
celebrity;0;2;0;2
enemy to;0;7;0;7
evans;0;1;0;1
face and;0;1;0;1
foibles;0;3;0;3
nauseating;0;1;0;1
navel;0;1;0;1
centered on;0;3;0;3
description;0;3;0;3
description of;0;2;0;2
desert;0;2;0;2
of clever;0;1;0;1
an audience that;0;1;0;1
elements into;0;1;0;1
grant and;0;1;0;1
and also;0;1;0;1
contains few;0;3;0;3
contains no;0;2;0;2
laziness;0;3;0;3
most sincere;0;3;0;3
gamut from;0;1;0;1
hip hop culture;0;1;0;1
in 2002;0;1;0;1
mired;0;1;0;1
mystery that;0;1;0;1
nicky;0;1;0;1
allegory;0;1;0;1
community theater production;0;1;0;1
deeds;0;1;0;1
disappointing when;0;1;0;1
disappointingly;0;1;0;1
embrace;0;2;0;2
in the same;0;2;0;2
pop up;0;3;0;3
death in;0;1;0;1
co writers;0;1;0;1
her lips;0;1;0;1
its central;0;1;0;1
lose;0;1;0;1
maid in manhattan;0;1;0;1
merely;0;5;0;5
odd and;0;3;0;3
and boys;0;1;0;1
dreamed;0;1;0;1
even for;0;1;0;1
only for the;0;5;0;5
are often;0;2;0;2
cinema and;0;1;0;1
have one;0;1;0;1
insignificance;0;1;0;1
mechanics;0;1;0;1
christian;0;3;0;3
indictment of;0;1;0;1
or two;0;1;0;1
perfect for;0;1;0;1
bale;0;5;0;5
moderately;0;3;0;3
an impact;0;2;0;2
and make;0;1;0;1
at his best;0;3;0;3
dose;0;3;0;3
and saddled with;0;1;0;1
belly laughs;0;1;0;1
belo;0;1;0;1
for teens;0;3;0;3
he is not;0;2;0;2
hubert;0;2;0;2
in goldmember;0;2;0;2
mesmerize;0;2;0;2
of your time;0;1;0;1
offensive but;0;1;0;1
padding;0;2;0;2
and different;0;1;0;1
are all the;0;1;0;1
films are;0;3;0;3
high octane;0;2;0;2
high on;0;2;0;2
it shows;0;2;0;2
moore is;0;1;0;1
nostalgia;0;2;0;2
nicholas;0;2;0;2
or may not;0;1;0;1
collection;0;1;0;1
heads and;0;2;0;2
heroine who;0;2;0;2
know whether;0;1;0;1
of todd;0;1;0;1
passionately;0;1;0;1
it may be;0;1;0;1
layered;0;3;0;3
layers;0;2;0;2
all about the;0;2;0;2
and well acted;0;2;0;2
film often;0;1;0;1
is more fascinating;0;1;0;1
of talking;0;1;0;1
of tastelessness;0;1;0;1
challenges;0;2;0;2
good time at;0;8;0;8
into one;0;1;0;1
and parents;0;3;0;3
going to have;0;2;0;2
lukewarm;0;1;0;1
paranoid;0;2;0;2
giants;0;2;0;2
pace and lack;0;2;0;2
adaptation of the;0;1;0;1
and form;0;1;0;1
assuming;0;1;0;1
film biggest problem;0;1;0;1
for the next;0;1;0;1
for the original;0;1;0;1
for the rest;0;1;0;1
ham;0;1;0;1
heady;0;1;0;1
heal;0;1;0;1
it starts;0;1;0;1
interesting or;0;2;0;2
boldly;0;2;0;2
an engaging story;0;1;0;1
beautifully observed;0;1;0;1
blockbuster;0;1;0;1
experimental;0;1;0;1
experimentation;0;1;0;1
and frequently;0;1;0;1
biography;0;3;0;3
dresses;0;4;0;4
engrossing story;0;3;0;3
hyped;0;1;0;1
all;0;2;0;2
all about lily;0;1;0;1
as movies;0;1;0;1
complexity of;0;1;0;1
has few;0;1;0;1
has the right;0;1;0;1
importantly;0;1;0;1
like its;0;2;0;2
like its predecessor;0;1;0;1
like its title;0;1;0;1
may work as;0;1;0;1
mixture;0;1;0;1
narcissism;0;2;0;2
and bad;0;1;0;1
annie;0;1;0;1
ends the;0;1;0;1
juwanna;0;1;0;1
of despair;0;1;0;1
of the dialogue;0;2;0;2
compelling and;0;1;0;1
cross;0;1;0;1
for the family;0;1;0;1
as sexy;0;1;0;1
big dumb;0;1;0;1
cold fish;0;3;0;3
cold hearted;0;3;0;3
cold vacuum;0;2;0;2
inoffensive;0;1;0;1
it feels like;0;1;0;1
picnic;0;2;0;2
and its;0;2;0;2
definitely step in;0;1;0;1
no such;0;1;0;1
not least;0;1;0;1
fall;0;1;0;1
and wryly;0;2;0;2
as both;0;1;0;1
audience as;0;1;0;1
at hand;0;2;0;2
of the damned;0;2;0;2
end we are;0;2;0;2
movie tries to;0;1;0;1
100 minutes;0;2;0;2
color;0;1;0;1
in low key;0;1;0;1
in major;0;1;0;1
goes;0;2;0;2
gangster;0;6;0;6
brimming with;0;2;0;2
debated;0;2;0;2
giving it;0;2;0;2
and dark;0;1;0;1
companion;0;1;0;1
need for;0;2;0;2
arrest;0;3;0;3
artificial as;0;2;0;2
artificiality;0;1;0;1
film but the;0;2;0;2
film does;0;3;0;3
maggie gyllenhaal;0;1;0;1
and dad;0;1;0;1
involve;0;1;0;1
lying;0;1;0;1
an important;0;1;0;1
can be forgiven;0;1;0;1
addition to the;0;2;0;2
address;0;2;0;2
mentality;0;3;0;3
mentally;0;3;0;3
action sequence;0;1;0;1
but nevertheless;0;2;0;2
dass fierce grace;0;1;0;1
date;0;1;0;1
pair of;0;1;0;1
and moving;0;1;0;1
dumb action;0;1;0;1
fascinating as;0;1;0;1
overshadowed;0;1;0;1
grade;0;2;0;2
gripping as;0;2;0;2
magic of the;0;1;0;1
of love;0;1;0;1
addition to;0;1;0;1
demands;0;1;0;1
eat up;0;1;0;1
film succeeds;0;1;0;1
can no;0;1;0;1
american movie;0;1;0;1
border;0;6;0;6
could have been;0;1;0;1
paper with;0;1;0;1
an attention;0;1;0;1
appreciative;0;1;0;1
clearer;0;2;0;2
itself from;0;1;0;1
of war torn;0;1;0;1
coen brothers;0;2;0;2
embarrassed;0;1;0;1
from bygone;0;1;0;1
men with brooms;0;1;0;1
portrait of man;0;2;0;2
